Nodo: 309277975, Data: {'y': 4.0605508, 'x': -73.4289254, 'street_count': 3}
Nodo: 7629798055, Data: {'y': 4.1183914, 'x': -73.6174455, 'street_count': 3}
Nodo: 7629798060, Data: {'y': 4.118259, 'x': -73.6181, 'street_count': 3}
Nodo: 7629798061, Data: {'y': 4.1172972, 'x': -73.6178747, 'street_count': 3}
Nodo: 7629798064, Data: {'y': 4.1169762, 'x': -73.6183682, 'street_count': 1}
Nodo: 7629798065, Data: {'y': 4.1175674, 'x': -73.6168997, 'street_count': 1}
Nodo: 7629798066, Data: {'y': 4.1186322, 'x': -73.6172216, 'street_count': 1}
Nodo: 7629798067, Data: {'y': 4.1183914, 'x': -73.6177426, 'street_count': 3}
Nodo: 7629798068, Data: {'y': 4.1187112, 'x': -73.6178052, 'street_count': 3}
Nodo: 7629798069, Data: {'y': 4.1184021, 'x': -73.6178237, 'street_count': 3}
Nodo: 7629798070, Data: {'y': 4.1186962, 'x': -73.6178859, 'street_count': 3}
Nodo: 7629798077, Data: {'y': 4.1184952, 'x': -73.6188447, 'street_count': 3}
Nodo: 7629798078, Data: {'y': 4.118564, 'x': -73.6185989, 'street_count': 3}
Nodo: 7629798079, Data: {'y': 4.1187817, 'x': -73.6187071, 'street_count': 3}
Nodo: 7629799961, Data: {'y': 4.1137073, 'x': -73.6236258, 'street_count': 3}
Nodo: 7629799963, Data: {'y': 4.1140201, 'x': -73.6237056, 'street_count': 3}
Nodo: 7629799965, Data: {'y': 4.1143378, 'x': -73.6238029, 'street_count': 4}
Nodo: 7629799966, Data: {'y': 4.1141189, 'x': -73.6245554, 'street_count': 1}
Nodo: 7629799970, Data: {'y': 4.1231211, 'x': -73.6271309, 'street_count': 3}
Nodo: 7629799972, Data: {'y': 4.1212671, 'x': -73.6270974, 'street_count': 3}
Nodo: 7629799974, Data: {'y': 4.1211776, 'x': -73.6274481, 'street_count': 3}
Nodo: 7629799978, Data: {'y': 4.1247906, 'x': -73.6215488, 'street_count': 3}
Nodo: 7629799979, Data: {'y': 4.1250083, 'x': -73.6212946, 'street_count': 3}
Nodo: 7629799980, Data: {'y': 4.124286, 'x': -73.6207792, 'street_count': 3}
Nodo: 7629799981, Data: {'y': 4.1231052, 'x': -73.6201572, 'street_count': 1}
Nodo: 7629799982, Data: {'y': 4.12287, 'x': -73.6204692, 'street_count': 3}
Nodo: 7629799984, Data: {'y': 4.1231287, 'x': -73.6206656, 'street_count': 3}
Nodo: 7629800043, Data: {'y': 4.106501, 'x': -73.6235421, 'street_count': 1}
Nodo: 7629800046, Data: {'y': 4.1111945, 'x': -73.6300117, 'highway': 'turning_circle', 'street_count': 1}
Nodo: 7629800048, Data: {'y': 4.1101204, 'x': -73.6265752, 'street_count': 3}
Nodo: 7629800049, Data: {'y': 4.1098083, 'x': -73.6264826, 'street_count': 3}
Nodo: 7629800052, Data: {'y': 4.1107814, 'x': -73.6265488, 'street_count': 3}
Nodo: 7629800056, Data: {'y': 4.1107004, 'x': -73.6269003, 'street_count': 3}
Nodo: 7629800060, Data: {'y': 4.1110555, 'x': -73.6266162, 'street_count': 3}
Nodo: 7629800064, Data: {'y': 4.1121366, 'x': -73.6246245, 'street_count': 1}
Nodo: 7629800065, Data: {'y': 4.1123125, 'x': -73.625863, 'street_count': 3}
Nodo: 7629818215, Data: {'y': 4.1456801, 'x': -73.6099389, 'street_count': 3}
Nodo: 7629818216, Data: {'y': 4.1453142, 'x': -73.6102347, 'street_count': 3}
Nodo: 7629818217, Data: {'y': 4.1457351, 'x': -73.6101038, 'street_count': 3}
Nodo: 7629818218, Data: {'y': 4.1455085, 'x': -73.6108215, 'street_count': 3}
Nodo: 7629818219, Data: {'y': 4.1459277, 'x': -73.6106817, 'street_count': 3}
Nodo: 7629818226, Data: {'y': 4.1488999, 'x': -73.6089492, 'street_count': 3}
Nodo: 7629818228, Data: {'y': 4.1473815, 'x': -73.6092201, 'street_count': 3}
Nodo: 7629818235, Data: {'y': 4.1480269, 'x': -73.6091099, 'street_count': 3}
Nodo: 7629818236, Data: {'y': 4.1468706, 'x': -73.6093117, 'street_count': 3}
Nodo: 7629818237, Data: {'y': 4.1470619, 'x': -73.6128333, 'street_count': 3}
Nodo: 7629818238, Data: {'y': 4.1470833, 'x': -73.6131714, 'street_count': 1}
Nodo: 7629818239, Data: {'y': 4.1467429, 'x': -73.6128521, 'street_count': 3}
Nodo: 7629818240, Data: {'y': 4.1473655, 'x': -73.6128053, 'street_count': 3}
Nodo: 7629818245, Data: {'y': 4.1483247, 'x': -73.6117069, 'street_count': 3}
Nodo: 7629818246, Data: {'y': 4.148156, 'x': -73.6130708, 'street_count': 1}
Nodo: 7629818247, Data: {'y': 4.1481266, 'x': -73.6127061, 'street_count': 3}
Nodo: 7629818248, Data: {'y': 4.1487687, 'x': -73.6126484, 'street_count': 3}
Nodo: 7629818249, Data: {'y': 4.1488008, 'x': -73.612989, 'street_count': 1}
Nodo: 7629818250, Data: {'y': 4.1490597, 'x': -73.6123373, 'street_count': 3}
Nodo: 7629819160, Data: {'y': 4.113443, 'x': -73.6136136, 'street_count': 4}
Nodo: 7629819166, Data: {'y': 4.1139758, 'x': -73.6152783, 'street_count': 3}
Nodo: 7629819175, Data: {'y': 4.1156042, 'x': -73.6165279, 'street_count': 3}
Nodo: 7629819176, Data: {'y': 4.1151329, 'x': -73.6164679, 'street_count': 1}
Nodo: 7629819177, Data: {'y': 4.1149065, 'x': -73.6170184, 'street_count': 3}
Nodo: 7629819178, Data: {'y': 4.1145624, 'x': -73.6173171, 'street_count': 3}
Nodo: 7629819179, Data: {'y': 4.1147089, 'x': -73.6173764, 'street_count': 3}
Nodo: 7629819180, Data: {'y': 4.1144587, 'x': -73.6180061, 'street_count': 1}
Nodo: 7629819181, Data: {'y': 4.1143892, 'x': -73.617247, 'street_count': 1}
Nodo: 7629819183, Data: {'y': 4.1147798, 'x': -73.6181201, 'street_count': 1}
Nodo: 7629819184, Data: {'y': 4.1148252, 'x': -73.616315, 'street_count': 1}
Nodo: 7629833585, Data: {'y': 4.1239921, 'x': -73.6205314, 'street_count': 1}
Nodo: 7629833586, Data: {'y': 4.1241756, 'x': -73.6202886, 'street_count': 3}
Nodo: 7629833592, Data: {'y': 4.1221268, 'x': -73.6247016, 'street_count': 1}
Nodo: 7629833593, Data: {'y': 4.1219281, 'x': -73.6245185, 'street_count': 1}
Nodo: 7629833595, Data: {'y': 4.1253551, 'x': -73.6283608, 'street_count': 1}
Nodo: 7629880428, Data: {'y': 4.1134408, 'x': -73.6126538, 'street_count': 1}
Nodo: 7629880429, Data: {'y': 4.1137579, 'x': -73.612829, 'street_count': 3}
Nodo: 7629890551, Data: {'y': 4.1254676, 'x': -73.614628, 'street_count': 3}
Nodo: 7629890552, Data: {'y': 4.1252504, 'x': -73.6154556, 'street_count': 3}
Nodo: 7629890553, Data: {'y': 4.1255995, 'x': -73.6157357, 'street_count': 3}
Nodo: 7629890554, Data: {'y': 4.1253646, 'x': -73.6160219, 'street_count': 3}
Nodo: 7629890555, Data: {'y': 4.1257873, 'x': -73.6155001, 'street_count': 3}
Nodo: 7629890556, Data: {'y': 4.1256147, 'x': -73.6162299, 'street_count': 3}
Nodo: 7629890558, Data: {'y': 4.124466, 'x': -73.6164608, 'street_count': 3}
Nodo: 7629890560, Data: {'y': 4.1248424, 'x': -73.6159831, 'street_count': 3}
Nodo: 7629890561, Data: {'y': 4.1247278, 'x': -73.6158925, 'street_count': 1}
Nodo: 7629890563, Data: {'y': 4.1253912, 'x': -73.6164169, 'street_count': 3}
Nodo: 7629890564, Data: {'y': 4.1249298, 'x': -73.6168233, 'street_count': 3}
Nodo: 7629890566, Data: {'y': 4.1246582, 'x': -73.6162104, 'street_count': 3}
Nodo: 7629890567, Data: {'y': 4.1251705, 'x': -73.616614, 'street_count': 4}
Nodo: 7629890569, Data: {'y': 4.1252098, 'x': -73.6173423, 'street_count': 3}
Nodo: 7629890576, Data: {'y': 4.1254681, 'x': -73.6170807, 'street_count': 3}
Nodo: 7629890887, Data: {'y': 4.1127764, 'x': -73.6222026, 'street_count': 3}
Nodo: 7629890888, Data: {'y': 4.1116938, 'x': -73.6206669, 'street_count': 1}
Nodo: 7629890890, Data: {'y': 4.1118689, 'x': -73.6214956, 'street_count': 3}
Nodo: 7629890891, Data: {'y': 4.1117232, 'x': -73.6216754, 'street_count': 1}
Nodo: 7629890893, Data: {'y': 4.1119306, 'x': -73.62143, 'street_count': 3}
Nodo: 7629890894, Data: {'y': 4.1124362, 'x': -73.622468, 'street_count': 1}
Nodo: 7629890895, Data: {'y': 4.112075, 'x': -73.6223137, 'street_count': 1}
Nodo: 7629890897, Data: {'y': 4.1123385, 'x': -73.6218242, 'street_count': 4}
Nodo: 7629890898, Data: {'y': 4.112491, 'x': -73.6215265, 'street_count': 1}
Nodo: 7629890899, Data: {'y': 4.1126582, 'x': -73.6217599, 'street_count': 3}
Nodo: 7629890905, Data: {'y': 4.1130341, 'x': -73.6228864, 'street_count': 3}
Nodo: 7629890907, Data: {'y': 4.1134134, 'x': -73.6202753, 'street_count': 3}
Nodo: 7629890910, Data: {'y': 4.1132352, 'x': -73.6208728, 'street_count': 3}
Nodo: 7629890911, Data: {'y': 4.1137511, 'x': -73.6191702, 'street_count': 1}
Nodo: 7629890915, Data: {'y': 4.1138503, 'x': -73.6198473, 'street_count': 3}
Nodo: 7629890916, Data: {'y': 4.1139839, 'x': -73.6194035, 'street_count': 1}
Nodo: 7629890917, Data: {'y': 4.1137809, 'x': -73.620078, 'street_count': 4}
Nodo: 7629890918, Data: {'y': 4.1134319, 'x': -73.621216, 'street_count': 4}
Nodo: 7629890919, Data: {'y': 4.1132803, 'x': -73.6217585, 'street_count': 1}
Nodo: 7629890920, Data: {'y': 4.114222, 'x': -73.6196101, 'street_count': 1}
Nodo: 7629890921, Data: {'y': 4.1140543, 'x': -73.6201522, 'street_count': 4}
Nodo: 7629890922, Data: {'y': 4.1137086, 'x': -73.6212976, 'street_count': 4}
Nodo: 7629890923, Data: {'y': 4.1135264, 'x': -73.6219141, 'street_count': 1}
Nodo: 7629890924, Data: {'y': 4.1144734, 'x': -73.619771, 'street_count': 1}
Nodo: 7629890925, Data: {'y': 4.114339, 'x': -73.6202295, 'street_count': 4}
Nodo: 7629890926, Data: {'y': 4.1139914, 'x': -73.621381, 'street_count': 4}
Nodo: 7629890927, Data: {'y': 4.1138019, 'x': -73.6220214, 'street_count': 1}
Nodo: 7629890934, Data: {'y': 4.1142096, 'x': -73.6214454, 'street_count': 3}
Nodo: 7629890935, Data: {'y': 4.1162431, 'x': -73.6213817, 'street_count': 1}
Nodo: 7629890937, Data: {'y': 4.11652, 'x': -73.621898, 'street_count': 1}
Nodo: 7629890938, Data: {'y': 4.1163207, 'x': -73.6214581, 'street_count': 3}
Nodo: 7629890939, Data: {'y': 4.1164241, 'x': -73.621216, 'street_count': 3}
Nodo: 7629890940, Data: {'y': 4.1146901, 'x': -73.6224908, 'street_count': 1}
Nodo: 7629890941, Data: {'y': 4.114353, 'x': -73.6224291, 'street_count': 1}
Nodo: 7629890942, Data: {'y': 4.1149978, 'x': -73.6225873, 'street_count': 1}
Nodo: 7629890944, Data: {'y': 4.1151623, 'x': -73.6220421, 'street_count': 4}
Nodo: 7629890945, Data: {'y': 4.115672, 'x': -73.6213669, 'street_count': 1}
Nodo: 7629890946, Data: {'y': 4.1154618, 'x': -73.6221278, 'street_count': 3}
Nodo: 7629890947, Data: {'y': 4.115367, 'x': -73.6227965, 'street_count': 1}
Nodo: 7629890948, Data: {'y': 4.11556, 'x': -73.6221566, 'street_count': 3}
Nodo: 7629890949, Data: {'y': 4.1155355, 'x': -73.6235449, 'street_count': 1}
Nodo: 7629890950, Data: {'y': 4.1159196, 'x': -73.6222607, 'street_count': 3}
Nodo: 7629890951, Data: {'y': 4.1156064, 'x': -73.6240411, 'street_count': 1}
Nodo: 7629890952, Data: {'y': 4.1160769, 'x': -73.6241696, 'street_count': 3}
Nodo: 7629901685, Data: {'y': 4.114598, 'x': -73.6168806, 'street_count': 3}
Nodo: 7629901686, Data: {'y': 4.1143988, 'x': -73.6167954, 'street_count': 3}
Nodo: 7629901687, Data: {'y': 4.1143102, 'x': -73.6170124, 'highway': 'turning_circle', 'street_count': 1}
Nodo: 7629901688, Data: {'y': 4.1145055, 'x': -73.6161849, 'street_count': 1}
Nodo: 7629901690, Data: {'y': 4.1147209, 'x': -73.6169332, 'street_count': 3}
Nodo: 7629901691, Data: {'y': 4.1152477, 'x': -73.6171228, 'street_count': 3}
Nodo: 7629901693, Data: {'y': 4.1149898, 'x': -73.6170566, 'street_count': 3}
Nodo: 7629901695, Data: {'y': 4.1152113, 'x': -73.6172139, 'street_count': 3}
Nodo: 7629903537, Data: {'y': 4.111247, 'x': -73.6142188, 'street_count': 1}
Nodo: 7629903538, Data: {'y': 4.112226, 'x': -73.6142135, 'street_count': 3}
Nodo: 7629903539, Data: {'y': 4.1113232, 'x': -73.6145099, 'street_count': 1}
Nodo: 7629903540, Data: {'y': 4.1122251, 'x': -73.6145032, 'street_count': 3}
Nodo: 7629903541, Data: {'y': 4.1112524, 'x': -73.6147928, 'street_count': 1}
Nodo: 7629903542, Data: {'y': 4.1122242, 'x': -73.6147982, 'street_count': 3}
Nodo: 7629903543, Data: {'y': 4.1107601, 'x': -73.6155224, 'street_count': 1}
Nodo: 7629903544, Data: {'y': 4.112219, 'x': -73.6154955, 'street_count': 3}
Nodo: 7629903545, Data: {'y': 4.1110731, 'x': -73.6163968, 'street_count': 1}
Nodo: 7629903546, Data: {'y': 4.1122329, 'x': -73.6163616, 'street_count': 3}
Nodo: 7629903547, Data: {'y': 4.1121981, 'x': -73.6179176, 'street_count': 1}
Nodo: 7629903549, Data: {'y': 4.1122213, 'x': -73.6159664, 'street_count': 3}
Nodo: 7629903550, Data: {'y': 4.1131157, 'x': -73.6159609, 'street_count': 3}
Nodo: 7629903551, Data: {'y': 4.1125681, 'x': -73.6154889, 'street_count': 3}
Nodo: 7629903552, Data: {'y': 4.1131087, 'x': -73.6154821, 'street_count': 3}
Nodo: 7629903553, Data: {'y': 4.1125686, 'x': -73.6151381, 'street_count': 4}
Nodo: 7629903554, Data: {'y': 4.1125673, 'x': -73.615965, 'street_count': 4}
Nodo: 7629903555, Data: {'y': 4.1128469, 'x': -73.6159623, 'street_count': 3}
Nodo: 7629903557, Data: {'y': 4.1122252, 'x': -73.6144562, 'street_count': 3}
Nodo: 7629903558, Data: {'y': 4.1124148, 'x': -73.6144576, 'street_count': 1}
Nodo: 7629903563, Data: {'y': 4.1125606, 'x': -73.6142054, 'street_count': 1}
Nodo: 7629903564, Data: {'y': 4.1125552, 'x': -73.6136365, 'street_count': 3}
Nodo: 7629903565, Data: {'y': 4.1128615, 'x': -73.6133092, 'street_count': 3}
Nodo: 7629903566, Data: {'y': 4.112856, 'x': -73.6136288, 'street_count': 4}
Nodo: 7629903568, Data: {'y': 4.1132093, 'x': -73.6143724, 'street_count': 3}
Nodo: 7629903570, Data: {'y': 4.1131973, 'x': -73.6136199, 'street_count': 3}
Nodo: 7629903571, Data: {'y': 4.1132513, 'x': -73.6143718, 'street_count': 3}
Nodo: 7629903572, Data: {'y': 4.1122278, 'x': -73.6136448, 'street_count': 4}
Nodo: 7629928919, Data: {'y': 4.0997083, 'x': -73.6442529, 'street_count': 3}
Nodo: 7629928921, Data: {'y': 4.1000069, 'x': -73.6456077, 'street_count': 4}
Nodo: 7629928922, Data: {'y': 4.1000214, 'x': -73.6459196, 'street_count': 3}
Nodo: 7629931165, Data: {'y': 4.1000548, 'x': -73.6444192, 'street_count': 3}
Nodo: 7629931166, Data: {'y': 4.1003192, 'x': -73.6455842, 'street_count': 3}
Nodo: 7629949711, Data: {'y': 4.1341312, 'x': -73.6252655, 'street_count': 1}
Nodo: 7629949712, Data: {'y': 4.1340443, 'x': -73.6249074, 'street_count': 1}
Nodo: 7629949713, Data: {'y': 4.1331768, 'x': -73.627572, 'street_count': 3}
Nodo: 7629949714, Data: {'y': 4.1336842, 'x': -73.6297878, 'street_count': 3}
Nodo: 7629949715, Data: {'y': 4.1338111, 'x': -73.6292559, 'street_count': 3}
Nodo: 7629963750, Data: {'y': 4.1236349, 'x': -73.6275347, 'street_count': 1}
Nodo: 7629964386, Data: {'y': 4.1256783, 'x': -73.6170446, 'street_count': 3}
Nodo: 7629964391, Data: {'y': 4.1255703, 'x': -73.6169558, 'street_count': 3}
Nodo: 7629964392, Data: {'y': 4.125576, 'x': -73.6171695, 'street_count': 3}
Nodo: 7629964393, Data: {'y': 4.1258772, 'x': -73.6174039, 'street_count': 3}
Nodo: 7629964402, Data: {'y': 4.1244683, 'x': -73.6141035, 'street_count': 1}
Nodo: 7629964403, Data: {'y': 4.1243226, 'x': -73.6143062, 'street_count': 3}
Nodo: 7629978378, Data: {'y': 4.0985658, 'x': -73.6497481, 'street_count': 3}
Nodo: 7629978379, Data: {'y': 4.0974423, 'x': -73.651574, 'street_count': 1}
Nodo: 7629980498, Data: {'y': 4.1284223, 'x': -73.6293532, 'street_count': 4}
Nodo: 7629980499, Data: {'y': 4.1280973, 'x': -73.6294793, 'street_count': 3}
Nodo: 7629980500, Data: {'y': 4.1272465, 'x': -73.6293386, 'street_count': 3}
Nodo: 7629980501, Data: {'y': 4.1273955, 'x': -73.6297383, 'street_count': 3}
Nodo: 7629984716, Data: {'y': 4.126442, 'x': -73.6293297, 'street_count': 1}
Nodo: 7629984720, Data: {'y': 4.1258294, 'x': -73.629154, 'street_count': 3}
Nodo: 7629985845, Data: {'y': 4.1370592, 'x': -73.6235215, 'street_count': 3}
Nodo: 7629993711, Data: {'y': 4.1142246, 'x': -73.6138701, 'street_count': 1}
Nodo: 7629993714, Data: {'y': 4.1143602, 'x': -73.6147231, 'street_count': 3}
Nodo: 7629993715, Data: {'y': 4.114535, 'x': -73.6142564, 'street_count': 1}
Nodo: 7629993716, Data: {'y': 4.1141203, 'x': -73.6153293, 'street_count': 1}
Nodo: 7629993717, Data: {'y': 4.1146788, 'x': -73.6148398, 'street_count': 3}
Nodo: 7629993719, Data: {'y': 4.1151396, 'x': -73.614648, 'street_count': 1}
Nodo: 7629993720, Data: {'y': 4.1147009, 'x': -73.6111719, 'street_count': 3}
Nodo: 7629993721, Data: {'y': 4.1145006, 'x': -73.6152908, 'street_count': 3}
Nodo: 7629993722, Data: {'y': 4.1146148, 'x': -73.6153352, 'street_count': 3}
Nodo: 7629993723, Data: {'y': 4.1143718, 'x': -73.6159167, 'street_count': 1}
Nodo: 7629993724, Data: {'y': 4.1156452, 'x': -73.615163, 'street_count': 1}
Nodo: 7629993725, Data: {'y': 4.1153055, 'x': -73.6149738, 'street_count': 1}
Nodo: 7629993726, Data: {'y': 4.1151147, 'x': -73.615524, 'street_count': 3}
Nodo: 7629993727, Data: {'y': 4.11494, 'x': -73.6154617, 'street_count': 3}
Nodo: 7629993730, Data: {'y': 4.1152545, 'x': -73.6155839, 'street_count': 3}
Nodo: 7629993731, Data: {'y': 4.1141925, 'x': -73.615171, 'street_count': 3}
Nodo: 7629993732, Data: {'y': 4.1155222, 'x': -73.6157035, 'street_count': 3}
Nodo: 7629993733, Data: {'y': 4.1158144, 'x': -73.6157699, 'street_count': 3}
Nodo: 7629993734, Data: {'y': 4.1164197, 'x': -73.6151374, 'street_count': 3}
Nodo: 7629993738, Data: {'y': 4.1250943, 'x': -73.6127906, 'street_count': 1}
Nodo: 7629993739, Data: {'y': 4.1252104, 'x': -73.6128742, 'street_count': 3}
Nodo: 7629993740, Data: {'y': 4.1251724, 'x': -73.6126918, 'street_count': 1}
Nodo: 7629993741, Data: {'y': 4.1263958, 'x': -73.6115675, 'street_count': 1}
Nodo: 7629993829, Data: {'y': 4.0974791, 'x': -73.649932, 'street_count': 3}
Nodo: 7629993830, Data: {'y': 4.0976269, 'x': -73.6495341, 'street_count': 3}
Nodo: 7629996241, Data: {'y': 4.1271837, 'x': -73.6287028, 'street_count': 1}
Nodo: 7629996242, Data: {'y': 4.1270259, 'x': -73.6294139, 'street_count': 3}
Nodo: 7629999123, Data: {'y': 4.1348563, 'x': -73.6206615, 'street_count': 1}
Nodo: 7629999125, Data: {'y': 4.1349708, 'x': -73.6208788, 'street_count': 4}
Nodo: 7630007289, Data: {'y': 4.098647, 'x': -73.6482374, 'street_count': 3}
Nodo: 7630007290, Data: {'y': 4.0993367, 'x': -73.6481785, 'street_count': 3}
Nodo: 7630007786, Data: {'y': 4.1243059, 'x': -73.6289985, 'street_count': 3}
Nodo: 7630007787, Data: {'y': 4.1242274, 'x': -73.6293232, 'street_count': 3}
Nodo: 7630011134, Data: {'y': 4.1250729, 'x': -73.6302866, 'street_count': 1}
Nodo: 7630011135, Data: {'y': 4.1244671, 'x': -73.630506, 'street_count': 3}
Nodo: 7630011136, Data: {'y': 4.1252735, 'x': -73.630245, 'street_count': 1}
Nodo: 7630011138, Data: {'y': 4.1258086, 'x': -73.6303939, 'street_count': 1}
Nodo: 7630011139, Data: {'y': 4.1256057, 'x': -73.6298093, 'street_count': 3}
Nodo: 7630011140, Data: {'y': 4.126485, 'x': -73.6303723, 'street_count': 3}
Nodo: 7630011141, Data: {'y': 4.1266908, 'x': -73.6309163, 'street_count': 3}
Nodo: 7630014345, Data: {'y': 4.1217167, 'x': -73.6243462, 'street_count': 1}
Nodo: 7630014346, Data: {'y': 4.1216372, 'x': -73.624434, 'street_count': 3}
Nodo: 7630023639, Data: {'y': 4.1183044, 'x': -73.6113717, 'street_count': 1}
Nodo: 7630023640, Data: {'y': 4.1178547, 'x': -73.6108246, 'street_count': 3}
Nodo: 7630023641, Data: {'y': 4.1158164, 'x': -73.6162935, 'street_count': 1}
Nodo: 7630023642, Data: {'y': 4.1161013, 'x': -73.6164056, 'street_count': 3}
Nodo: 7630033830, Data: {'y': 4.1150396, 'x': -73.6213028, 'street_count': 1}
Nodo: 7630033831, Data: {'y': 4.1151556, 'x': -73.6209065, 'street_count': 1}
Nodo: 7630033832, Data: {'y': 4.115349, 'x': -73.6251395, 'street_count': 1}
Nodo: 7630033833, Data: {'y': 4.1154481, 'x': -73.624843, 'street_count': 3}
Nodo: 7630033834, Data: {'y': 4.1208425, 'x': -73.6258961, 'street_count': 3}
Nodo: 7630033835, Data: {'y': 4.1205108, 'x': -73.6257963, 'street_count': 3}
Nodo: 7630072448, Data: {'y': 4.1199114, 'x': -73.6281066, 'street_count': 3}
Nodo: 7630072449, Data: {'y': 4.1197672, 'x': -73.6285586, 'street_count': 3}
Nodo: 7630077106, Data: {'y': 4.1248455, 'x': -73.6283443, 'street_count': 3}
Nodo: 7630077107, Data: {'y': 4.1250979, 'x': -73.6283338, 'street_count': 4}
Nodo: 7630077108, Data: {'y': 4.1253536, 'x': -73.6283261, 'street_count': 3}
Nodo: 7630102137, Data: {'y': 4.1216886, 'x': -73.6268266, 'street_count': 1}
Nodo: 7630102138, Data: {'y': 4.1215974, 'x': -73.6271953, 'street_count': 3}
Nodo: 7630102139, Data: {'y': 4.1197099, 'x': -73.6249596, 'street_count': 3}
Nodo: 7630102140, Data: {'y': 4.1196307, 'x': -73.6252703, 'street_count': 3}
Nodo: 7630141072, Data: {'y': 4.1212953, 'x': -73.6467199, 'street_count': 3}
Nodo: 7630141073, Data: {'y': 4.1209814, 'x': -73.6468625, 'street_count': 3}
Nodo: 7630141076, Data: {'y': 4.1209182, 'x': -73.6462913, 'street_count': 3}
Nodo: 7630141082, Data: {'y': 4.1181894, 'x': -73.649691, 'street_count': 1}
Nodo: 7630141083, Data: {'y': 4.1178457, 'x': -73.6502732, 'street_count': 3}
Nodo: 7630141084, Data: {'y': 4.117649, 'x': -73.6506358, 'street_count': 3}
Nodo: 7630174255, Data: {'y': 4.1179452, 'x': -73.6529226, 'street_count': 3}
Nodo: 7630174257, Data: {'y': 4.1173012, 'x': -73.6532182, 'street_count': 1}
Nodo: 7630174258, Data: {'y': 4.1176866, 'x': -73.6533722, 'street_count': 3}
Nodo: 7630174259, Data: {'y': 4.1180435, 'x': -73.6535586, 'street_count': 3}
Nodo: 7630174260, Data: {'y': 4.1180348, 'x': -73.6527667, 'street_count': 3}
Nodo: 7630174262, Data: {'y': 4.1178443, 'x': -73.6539128, 'street_count': 1}
Nodo: 7630174263, Data: {'y': 4.1175099, 'x': -73.6536795, 'street_count': 1}
Nodo: 7630174266, Data: {'y': 4.1169414, 'x': -73.6530559, 'street_count': 1}
Nodo: 7630174267, Data: {'y': 4.1168558, 'x': -73.6529607, 'street_count': 1}
Nodo: 7630174268, Data: {'y': 4.1164797, 'x': -73.6523562, 'street_count': 4}
Nodo: 7630174269, Data: {'y': 4.1170377, 'x': -73.652667, 'street_count': 1}
Nodo: 7630174271, Data: {'y': 4.1172022, 'x': -73.6523612, 'street_count': 1}
Nodo: 7630180873, Data: {'y': 4.0999625, 'x': -73.6510522, 'street_count': 3}
Nodo: 7630180874, Data: {'y': 4.0996885, 'x': -73.6505565, 'street_count': 3}
Nodo: 7630191602, Data: {'y': 4.1261229, 'x': -73.6153778, 'street_count': 1}
Nodo: 7630191603, Data: {'y': 4.12707, 'x': -73.6182126, 'street_count': 1}
Nodo: 7630191604, Data: {'y': 4.1268698, 'x': -73.6184816, 'street_count': 3}
Nodo: 7630197485, Data: {'y': 4.1173173, 'x': -73.6512065, 'street_count': 3}
Nodo: 7630197486, Data: {'y': 4.1178898, 'x': -73.6495274, 'street_count': 1}
Nodo: 7630197488, Data: {'y': 4.1175393, 'x': -73.6501068, 'street_count': 3}
Nodo: 7630197489, Data: {'y': 4.1181572, 'x': -73.6504424, 'street_count': 3}
Nodo: 7630197490, Data: {'y': 4.117336, 'x': -73.6504582, 'street_count': 3}
Nodo: 7630197491, Data: {'y': 4.1179477, 'x': -73.6508052, 'street_count': 3}
Nodo: 7630197492, Data: {'y': 4.1184783, 'x': -73.6498815, 'street_count': 1}
Nodo: 7630197494, Data: {'y': 4.1180476, 'x': -73.6506338, 'street_count': 3}
Nodo: 7630197495, Data: {'y': 4.1172076, 'x': -73.6491653, 'street_count': 1}
Nodo: 7630197496, Data: {'y': 4.1167474, 'x': -73.6499674, 'street_count': 3}
Nodo: 7630197497, Data: {'y': 4.1164276, 'x': -73.6497909, 'street_count': 3}
Nodo: 7630197498, Data: {'y': 4.1170935, 'x': -73.6501583, 'street_count': 3}
Nodo: 7630197499, Data: {'y': 4.1175527, 'x': -73.6493558, 'street_count': 1}
Nodo: 7630197500, Data: {'y': 4.1168812, 'x': -73.6489635, 'street_count': 1}
Nodo: 7630197503, Data: {'y': 4.1226685, 'x': -73.652329, 'street_count': 3}
Nodo: 7630197505, Data: {'y': 4.1237388, 'x': -73.6516488, 'street_count': 3}
Nodo: 7630197507, Data: {'y': 4.1233639, 'x': -73.6512862, 'street_count': 3}
Nodo: 7630197508, Data: {'y': 4.1238238, 'x': -73.6519717, 'street_count': 3}
Nodo: 7630210483, Data: {'y': 4.1030779, 'x': -73.6511368, 'street_count': 1}
Nodo: 7630210484, Data: {'y': 4.1034404, 'x': -73.6497849, 'street_count': 3}
Nodo: 7630233122, Data: {'y': 4.1240202, 'x': -73.6327717, 'street_count': 1}
Nodo: 7630233126, Data: {'y': 4.1243345, 'x': -73.6330077, 'street_count': 1}
Nodo: 7630233130, Data: {'y': 4.125117, 'x': -73.6327368, 'street_count': 3}
Nodo: 7630233131, Data: {'y': 4.124907, 'x': -73.632828, 'street_count': 4}
Nodo: 7630233132, Data: {'y': 4.1251726, 'x': -73.6321074, 'street_count': 3}
Nodo: 7630233134, Data: {'y': 4.1249926, 'x': -73.6324203, 'street_count': 1}
Nodo: 7630233139, Data: {'y': 4.1244827, 'x': -73.6317264, 'street_count': 3}
